international_id	goals	assists	num_of_shots	shot_speed	shot_attempts	shooting_percentage	high_danger_shots	medium_danger_shots	low_danger_shots	save_percentage	winning_goals	power_play_time	power_play_goals	time_on_ice	faceoff_win_percentage	puck_touches	puck_recoveries	puck_possession_time	penalty_kill_time	penality_minutes	penalties_taken	time_between_penalties	goals_against_total	goals_against_average	passes_attempted	passes_completed	pass_completion_rate	games_missed_due_to_injury
8478	102.0	139.0	464.0	146.4725	479.0	29.5645	142.0	190.0	147.0	69.7917	8.0	2.0842	102.0	19.59	53.1149	142.0	232.0	13.18	1.97	14.0	0.0	23.0	0.0	0.0	406.0	265.0	65.27	19.0
6647	67.0	213.0	477.0	75.1792	500.0	14.4263	156.0	172.0	172.0	59.6703	3.0	4.188	104.0	10.54	47.2368	920.0	310.0	22.85	4.46	8.0	0.0	15.59	0.0	0.0	764.0	630.0	82.46	23.0
9749	124.0	156.0	455.0	85.383	455.0	44.5566	149.0	191.0	115.0	73.4057	9.0	0.9217	128.0	4.51	50.7771	660.0	58.0	32.28	2.72	16.0	1.0	1.84	12.0	19.99	555.0	408.0	73.51	19.0
8821	120.0	139.0	407.0	86.1252	407.0	58.1206	140.0	121.0	146.0	74.1575	3.0	7.298	117.0	17.14	41.2125	140.0	226.0	0.0	1.6	21.0	0.0	15.44	0.0	0.0	383.0	122.0	31.85	15.0
5120	120.0	187.0	455.0	68.6919	455.0	49.3594	136.0	166.0	153.0	53.5336	4.0	1.9008	131.0	21.3	45.0179	158.0	157.0	11.83	1.34	1.0	0.0	13.73	0.0	0.0	476.0	453.0	95.17	24.0
384	94.0	123.0	483.0	103.5972	525.0	11.5964	153.0	159.0	213.0	64.5582	8.0	1.49	96.0	6.52	56.3535	1000.0	267.0	8.68	6.05	16.0	2.0	2.34	0.0	0.0	676.0	406.0	60.06	20.0
4202	94.0	176.0	457.0	76.4925	472.0	13.456	167.0	180.0	125.0	79.6581	3.0	2.8223	107.0	22.89	51.6985	800.0	141.0	22.37	0.0	2.0	0.0	58.64	26.0	22.68	653.0	440.0	67.38	23.0
9886	123.0	163.0	452.0	132.1816	472.0	47.5869	158.0	138.0	176.0	74.3896	7.0	1.9237	127.0	13.23	43.0692	710.0	87.0	26.03	3.97	19.0	0.0	19.6	0.0	0.0	632.0	213.0	33.7	23.0
7457	111.0	145.0	433.0	86.6174	457.0	38.4838	134.0	186.0	137.0	69.614	5.0	1.7693	112.0	16.89	61.505	195.0	126.0	0.0	1.96	0.0	0.0	17.12	0.0	0.0	390.0	234.0	60.0	21.0
4534	70.0	225.0	444.0	115.7506	444.0	33.2644	123.0	193.0	128.0	73.5651	3.0	4.4317	109.0	3.02	39.5492	121.0	93.0	3.02	4.91	1.0	0.0	1.59	0.0	0.0	472.0	251.0	53.18	30.0
6965	200.0	145.0	503.0	79.7107	522.0	33.6821	166.0	205.0	151.0	61.5491	7.0	3.6518	178.0	25.57	39.3554	410.0	86.0	0.0	0.18	29.0	0.0	28.96	0.0	0.0	456.0	123.0	26.97	19.0
4728	130.0	155.0	461.0	94.0515	477.0	15.6666	151.0	187.0	139.0	56.0713	3.0	1.3861	131.0	6.49	49.2438	720.0	249.0	0.0	4.89	19.0	1.0	3.66	0.0	0.0	629.0	333.0	52.94	23.0
1951	66.0	190.0	489.0	98.2161	490.0	33.8143	163.0	128.0	199.0	74.9691	5.0	2.0889	93.0	2.75	53.0508	150.0	195.0	21.81	3.45	0.0	0.0	2.04	0.0	0.0	472.0	205.0	43.43	23.0
4205	87.0	95.0	455.0	84.6819	455.0	19.4693	147.0	143.0	165.0	56.9994	6.0	2.596	77.0	24.33	54.0535	194.0	197.0	0.0	0.48	37.0	0.0	18.09	0.0	0.0	348.0	176.0	50.57	20.0
7522	88.0	155.0	462.0	68.4704	475.0	15.0757	160.0	177.0	138.0	79.8564	8.0	1.5039	100.0	26.0	55.7882	256.0	225.0	30.1	3.93	24.0	1.0	6.28	9.0	13.49	402.0	289.0	71.89	16.0
7102	53.0	168.0	415.0	94.6685	415.0	49.101	118.0	129.0	168.0	81.9176	7.0	8.3207	83.0	4.8	43.4706	1020.0	120.0	52.22	2.86	1.0	0.0	3.77	0.0	0.0	792.0	383.0	48.36	22.0
3614	79.0	275.0	421.0	62.8428	421.0	15.8787	132.0	124.0	165.0	72.3562	0.0	2.5592	134.0	3.76	59.5657	221.0	337.0	1.44	5.69	28.0	3.0	1.54	0.0	0.0	565.0	373.0	66.02	31.0
2238	44.0	213.0	463.0	87.0568	474.0	21.5169	138.0	218.0	118.0	61.3164	0.0	4.6583	90.0	6.33	40.1396	89.0	259.0	0.0	4.84	35.0	0.0	9.03	0.0	0.0	469.0	429.0	91.47	33.0
1743	99.0	167.0	441.0	84.1892	452.0	39.0698	142.0	158.0	152.0	63.9419	3.0	3.2621	114.0	23.4	61.2743	154.0	97.0	0.0	2.56	17.0	3.0	9.77	0.0	0.0	442.0	329.0	74.43	22.0
4498	47.0	183.0	427.0	68.7658	432.0	9.2976	122.0	128.0	182.0	66.3835	11.0	3.0171	81.0	8.02	54.4545	760.0	329.0	20.19	6.3	36.0	0.0	6.0	0.0	0.0	693.0	613.0	88.46	23.0
6451	74.0	166.0	426.0	80.4516	426.0	40.4968	148.0	109.0	169.0	60.586	8.0	4.4829	96.0	3.53	43.0599	730.0	68.0	0.0	3.61	46.0	1.0	1.81	0.0	0.0	634.0	328.0	51.74	22.0
7445	129.0	156.0	429.0	81.7121	465.0	20.357	142.0	152.0	171.0	61.7047	4.0	5.8827	130.0	3.14	50.4997	372.0	206.0	9.79	4.32	17.0	0.0	4.04	0.0	0.0	451.0	388.0	86.03	24.0
967	108.0	189.0	482.0	80.0452	500.0	30.634	172.0	154.0	174.0	62.8529	3.0	3.3387	127.0	25.75	54.4459	1050.0	443.0	55.55	1.23	20.0	2.0	6.89	0.0	0.0	787.0	650.0	82.59	27.0
7375	57.0	139.0	481.0	77.8294	514.0	10.5032	157.0	195.0	162.0	80.1459	5.0	3.1524	77.0	16.89	53.9994	1590.0	360.0	47.26	2.92	1.0	0.0	20.03	0.0	0.0	985.0	725.0	73.6	18.0
791	57.0	192.0	449.0	80.7177	468.0	37.057	143.0	148.0	177.0	74.3194	3.0	2.5863	92.0	19.42	55.014	780.0	259.0	38.69	2.7	15.0	0.0	20.04	0.0	0.0	698.0	669.0	95.85	24.0
5606	124.0	176.0	480.0	58.3805	531.0	38.9943	183.0	157.0	191.0	78.5981	6.0	4.4519	133.0	13.46	40.7644	263.0	53.0	33.92	4.99	30.0	4.0	1.83	0.0	0.0	462.0	374.0	80.95	22.0
555	98.0	189.0	452.0	77.4784	452.0	47.1381	153.0	128.0	171.0	77.0319	8.0	4.0232	121.0	40.3	51.9528	450.0	62.0	0.0	0.84	2.0	0.0	30.52	11.0	11.44	522.0	483.0	92.53	26.0
8180	63.0	164.0	463.0	110.3371	503.0	61.0468	161.0	210.0	132.0	82.5776	10.0	7.6236	85.0	8.84	46.1861	82.0	282.0	5.8	5.18	7.0	0.0	7.01	0.0	0.0	372.0	303.0	81.45	20.0
7587	96.0	160.0	432.0	52.9563	444.0	22.0975	139.0	191.0	114.0	65.2255	7.0	1.5442	107.0	15.81	41.7736	105.0	186.0	0.0	3.38	31.0	0.0	16.2	0.0	0.0	377.0	180.0	47.75	20.0
3111	76.0	150.0	444.0	79.4479	479.0	44.2472	149.0	143.0	187.0	67.6858	9.0	2.0406	91.0	6.28	53.8504	1450.0	87.0	40.72	4.73	22.0	1.0	3.88	0.0	0.0	900.0	375.0	41.67	18.0
7113	76.0	177.0	469.0	85.3096	491.0	37.0836	160.0	162.0	169.0	59.0815	0.0	1.4543	100.0	27.35	50.9746	700.0	127.0	0.0	0.77	20.0	2.0	11.05	0.0	0.0	653.0	161.0	24.66	27.0
2613	41.0	172.0	486.0	78.9093	511.0	28.0047	160.0	197.0	154.0	68.0238	6.0	2.8578	72.0	8.52	47.5789	1070.0	313.0	37.44	4.58	21.0	0.0	8.25	0.0	0.0	796.0	471.0	59.17	19.0
2410	89.0	211.0	464.0	83.4651	507.0	7.7878	175.0	155.0	177.0	77.6631	0.0	3.965	118.0	23.08	54.2548	940.0	263.0	24.87	2.62	33.0	2.0	9.31	0.0	0.0	822.0	558.0	67.88	30.0
8264	120.0	154.0	475.0	80.1707	498.0	13.0587	157.0	187.0	154.0	77.4567	3.0	2.9025	124.0	14.01	47.5892	680.0	65.0	25.84	4.09	1.0	0.0	15.86	0.0	0.0	642.0	299.0	46.57	19.0
4056	40.0	152.0	425.0	146.5153	453.0	26.5724	143.0	165.0	145.0	63.6816	7.0	2.0483	70.0	23.65	55.5107	201.0	114.0	0.0	0.0	24.0	0.0	21.06	21.0	16.56	394.0	103.0	26.14	18.0
2994	68.0	165.0	430.0	140.1641	441.0	14.5517	145.0	163.0	133.0	70.4058	9.0	2.1851	89.0	5.59	41.4042	181.0	293.0	0.0	1.63	23.0	0.0	8.17	17.0	28.05	390.0	109.0	27.95	16.0
4225	85.0	105.0	486.0	76.1874	493.0	1.1054	163.0	171.0	159.0	67.4389	8.0	2.6049	80.0	6.23	60.0234	274.0	196.0	3.69	3.22	15.0	0.0	10.66	0.0	0.0	375.0	164.0	43.73	13.0
6415	126.0	194.0	431.0	66.2495	431.0	31.6336	151.0	115.0	165.0	65.3651	4.0	3.2795	138.0	8.84	49.0596	400.0	482.0	17.05	6.04	15.0	0.0	5.18	0.0	0.0	506.0	454.0	89.72	23.0
5026	101.0	114.0	466.0	117.0358	485.0	14.0443	156.0	187.0	142.0	86.9933	8.0	1.4648	96.0	5.25	44.3476	64.0	186.0	16.54	6.21	39.0	2.0	1.19	0.0	0.0	335.0	202.0	60.3	16.0
7643	68.0	212.0	459.0	67.8493	492.0	22.8444	169.0	183.0	140.0	67.5736	4.0	1.6182	103.0	21.17	61.8218	190.0	477.0	0.0	0.39	33.0	0.0	16.18	24.0	19.83	445.0	197.0	44.27	25.0
2215	79.0	163.0	467.0	76.1028	475.0	14.3627	151.0	175.0	149.0	73.4311	0.0	3.1322	98.0	8.32	54.1944	172.0	127.0	18.05	5.03	27.0	2.0	3.05	0.0	0.0	425.0	117.0	27.53	16.0
597	126.0	126.0	447.0	91.8971	484.0	19.0148	141.0	146.0	197.0	52.7971	8.0	4.7878	119.0	23.87	59.4555	195.0	79.0	0.0	0.63	5.0	0.0	25.7	0.0	0.0	419.0	324.0	77.33	24.0
9234	89.0	160.0	441.0	55.7563	445.0	60.4542	146.0	120.0	179.0	51.6274	6.0	2.8489	101.0	18.94	57.4353	730.0	300.0	0.0	3.22	16.0	2.0	11.0	0.0	0.0	660.0	600.0	90.91	24.0
4078	73.0	182.0	473.0	69.3119	474.0	6.9124	158.0	161.0	155.0	53.6498	8.0	10.1855	97.0	10.47	39.2444	260.0	123.0	8.45	5.04	2.0	4.0	3.11	24.0	34.33	424.0	387.0	91.27	20.0
1027	92.0	233.0	425.0	94.2328	447.0	27.3195	122.0	154.0	171.0	69.2723	6.0	3.2005	124.0	4.68	64.1744	160.0	409.0	1.33	4.2	6.0	1.0	3.02	0.0	0.0	519.0	222.0	42.77	25.0
6543	126.0	225.0	443.0	147.3512	446.0	25.0292	137.0	167.0	142.0	72.5877	6.0	1.2094	146.0	8.22	42.6422	123.0	294.0	10.15	4.9	30.0	0.0	11.63	0.0	0.0	469.0	196.0	41.79	25.0
7326	91.0	123.0	410.0	103.275	426.0	28.4262	134.0	171.0	121.0	71.0117	3.0	2.4929	89.0	9.03	36.3292	241.0	51.0	0.0	5.22	9.0	2.0	3.97	0.0	0.0	370.0	155.0	41.89	13.0
7136	66.0	243.0	487.0	65.131	524.0	27.7159	157.0	216.0	151.0	80.4255	4.0	1.6872	115.0	6.51	38.2778	1040.0	548.0	76.28	5.25	2.0	0.0	12.98	0.0	0.0	863.0	706.0	81.81	27.0
8550	101.0	131.0	431.0	82.7254	453.0	54.5192	168.0	154.0	131.0	71.939	5.0	2.2549	101.0	3.48	60.3398	870.0	167.0	0.0	3.96	15.0	2.0	2.45	0.0	0.0	626.0	249.0	39.78	13.0
5509	108.0	176.0	442.0	134.9443	454.0	24.3293	131.0	193.0	130.0	85.8473	4.0	4.4881	117.0	7.65	58.9569	286.0	78.0	30.74	6.07	23.0	2.0	2.44	0.0	0.0	457.0	369.0	80.74	21.0
9292	34.0	177.0	451.0	89.3395	451.0	21.4861	134.0	169.0	148.0	62.9696	0.0	2.3175	74.0	3.88	44.2019	327.0	379.0	0.0	4.47	22.0	1.0	1.94	0.0	0.0	493.0	432.0	87.63	25.0
6375	97.0	155.0	478.0	79.8877	512.0	22.9752	157.0	141.0	214.0	79.2726	5.0	8.7002	105.0	24.0	47.9037	478.0	106.0	0.0	0.0	11.0	0.0	42.9	0.0	0.0	505.0	267.0	52.87	22.0
6516	53.0	232.0	446.0	122.8777	478.0	21.992	152.0	145.0	181.0	67.4606	0.0	2.8806	106.0	18.36	61.5373	356.0	172.0	7.03	3.22	12.0	0.0	25.65	0.0	0.0	561.0	435.0	77.54	29.0
334	90.0	134.0	435.0	85.5648	479.0	30.4116	160.0	168.0	151.0	73.6753	9.0	1.087	92.0	10.48	60.7507	1500.0	180.0	45.51	3.46	11.0	0.0	11.52	0.0	0.0	921.0	691.0	75.03	14.0
8593	127.0	202.0	436.0	119.2558	459.0	56.3139	142.0	152.0	165.0	62.697	5.0	2.7801	141.0	6.26	48.7638	232.0	31.0	0.0	5.16	5.0	2.0	2.39	0.0	0.0	458.0	229.0	50.0	24.0
8990	87.0	181.0	464.0	146.0899	497.0	44.7813	159.0	153.0	185.0	72.7417	0.0	3.8012	114.0	8.04	52.9698	710.0	203.0	0.19	6.95	12.0	0.0	8.94	0.0	0.0	655.0	471.0	71.91	27.0
5811	127.0	173.0	423.0	78.1265	428.0	22.7896	159.0	116.0	153.0	73.9306	5.0	7.9732	135.0	21.39	45.7763	670.0	221.0	17.95	1.44	17.0	0.0	14.53	0.0	0.0	652.0	612.0	93.87	23.0
5279	94.0	152.0	438.0	85.7382	448.0	26.7083	134.0	144.0	170.0	76.628	5.0	2.4582	107.0	7.12	49.4449	540.0	228.0	17.55	4.95	13.0	0.0	8.95	0.0	0.0	537.0	345.0	64.25	19.0
7313	49.0	164.0	449.0	83.8123	471.0	52.7939	147.0	177.0	147.0	69.8936	0.0	2.2298	77.0	6.33	54.4472	242.0	248.0	0.0	5.58	25.0	0.0	6.53	0.0	0.0	421.0	238.0	56.53	21.0
6183	40.0	123.0	449.0	132.3238	464.0	57.7599	150.0	122.0	192.0	57.1585	2.0	5.7939	57.0	2.96	52.4083	171.0	222.0	7.73	1.97	28.0	0.0	3.11	24.0	38.86	360.0	206.0	57.22	14.0
216	152.0	190.0	485.0	69.4255	495.0	6.912	171.0	181.0	143.0	71.0039	9.0	2.2442	158.0	13.13	39.4887	550.0	178.0	1.65	3.69	10.0	0.0	23.63	0.0	0.0	617.0	455.0	73.74	24.0
8407	159.0	139.0	471.0	117.5669	479.0	35.9825	139.0	160.0	180.0	52.6761	4.0	5.184	143.0	10.31	43.5117	86.0	254.0	0.0	3.92	18.0	0.0	17.33	0.0	0.0	337.0	127.0	37.69	22.0
5354	53.0	193.0	423.0	81.752	452.0	37.2606	146.0	146.0	160.0	57.6123	7.0	2.7632	95.0	20.6	46.5795	1180.0	443.0	34.78	2.99	50.0	3.0	3.94	0.0	0.0	843.0	526.0	62.4	28.0
736	123.0	147.0	457.0	160.8143	472.0	16.2764	152.0	180.0	140.0	76.3364	9.0	4.4651	126.0	15.31	46.4751	660.0	257.0	43.82	4.67	21.0	1.0	6.44	0.0	0.0	620.0	132.0	21.29	16.0
6270	68.0	245.0	417.0	80.5127	461.0	43.0176	145.0	156.0	160.0	78.4657	6.0	4.0611	116.0	10.19	39.3628	1510.0	188.0	65.82	2.94	4.0	0.0	11.25	15.0	20.65	1041.0	804.0	77.23	33.0
65	64.0	154.0	465.0	83.331	469.0	55.0212	159.0	160.0	150.0	76.7972	6.0	2.234	83.0	13.04	46.3856	393.0	66.0	21.38	4.24	29.0	1.0	16.23	0.0	0.0	474.0	311.0	65.61	19.0
9511	79.0	207.0	451.0	86.1172	452.0	21.83	159.0	127.0	166.0	82.4878	6.0	4.2081	111.0	6.49	46.7424	103.0	219.0	0.0	4.61	21.0	0.0	6.52	0.0	0.0	430.0	201.0	46.74	19.0
6571	70.0	174.0	442.0	78.568	454.0	60.9565	141.0	122.0	191.0	56.8499	9.0	4.1104	90.0	8.9	51.5395	260.0	207.0	30.51	3.94	1.0	0.0	16.29	0.0	0.0	460.0	302.0	65.65	24.0
4556	75.0	198.0	431.0	84.1478	431.0	47.177	138.0	170.0	123.0	54.161	8.0	2.2177	109.0	18.56	52.9554	1190.0	241.0	36.93	0.48	8.0	0.0	33.22	19.0	17.6	864.0	614.0	71.06	19.0
7724	123.0	158.0	408.0	77.3931	453.0	21.1105	140.0	184.0	129.0	70.4803	6.0	2.1676	130.0	10.96	50.7639	1530.0	119.0	77.86	6.22	10.0	1.0	12.85	0.0	0.0	994.0	403.0	40.54	26.0
6883	56.0	137.0	440.0	64.829	444.0	23.3858	125.0	156.0	163.0	87.6933	4.0	1.414	72.0	6.06	44.359	240.0	164.0	4.71	5.27	25.0	1.0	1.89	0.0	0.0	431.0	249.0	57.77	18.0
9462	126.0	188.0	450.0	117.2288	481.0	28.5031	161.0	149.0	171.0	58.6282	8.0	3.3872	138.0	5.82	52.587	144.0	215.0	1.32	4.92	29.0	0.0	9.19	0.0	0.0	447.0	362.0	80.98	26.0
3707	58.0	123.0	458.0	79.8859	464.0	35.8396	151.0	173.0	140.0	77.0299	10.0	3.032	66.0	15.69	55.6728	282.0	370.0	0.0	0.57	27.0	0.0	13.94	11.0	14.91	375.0	165.0	44.0	14.0
2302	102.0	135.0	454.0	124.0958	467.0	18.2057	151.0	182.0	134.0	65.7894	5.0	4.0985	103.0	3.56	63.4515	379.0	176.0	14.44	3.83	1.0	0.0	2.68	0.0	0.0	420.0	259.0	61.67	18.0
4389	88.0	156.0	473.0	78.0689	473.0	25.035	145.0	185.0	143.0	62.513	0.0	2.547	99.0	19.62	46.3342	80.0	269.0	0.0	2.24	1.0	2.0	10.72	0.0	0.0	349.0	226.0	64.76	18.0
6898	120.0	181.0	481.0	64.2668	498.0	4.0668	165.0	184.0	149.0	67.244	0.0	6.3999	133.0	16.23	40.3433	560.0	104.0	0.0	4.55	13.0	0.0	25.64	0.0	0.0	605.0	550.0	90.91	23.0
6190	155.0	145.0	437.0	83.8909	437.0	16.2117	142.0	120.0	175.0	65.8418	4.0	6.181	146.0	21.17	46.1921	242.0	482.0	0.0	0.71	16.0	0.0	27.07	0.0	0.0	401.0	208.0	51.87	15.0
5716	104.0	112.0	429.0	86.57	444.0	27.7973	160.0	162.0	122.0	65.6453	5.0	3.5138	99.0	8.46	51.5301	349.0	290.0	0.0	4.52	9.0	1.0	8.31	0.0	0.0	396.0	197.0	49.75	12.0
4771	63.0	149.0	462.0	72.4938	462.0	45.7981	145.0	168.0	149.0	88.8962	6.0	3.2278	83.0	8.15	46.4697	1210.0	73.0	9.7	5.64	24.0	0.0	18.45	0.0	0.0	823.0	666.0	80.92	19.0
4655	106.0	158.0	413.0	62.2756	430.0	23.2996	146.0	146.0	138.0	55.7489	10.0	2.0385	117.0	20.09	61.2261	231.0	66.0	0.0	2.28	18.0	3.0	3.39	0.0	0.0	443.0	188.0	42.44	15.0
2896	69.0	195.0	432.0	84.5691	464.0	31.9445	158.0	149.0	157.0	76.3271	9.0	4.6635	99.0	9.25	39.2881	860.0	132.0	0.0	5.62	43.0	3.0	4.84	0.0	0.0	708.0	521.0	73.59	25.0
640	62.0	173.0	442.0	123.4754	448.0	4.1022	138.0	160.0	150.0	54.3698	8.0	3.1103	88.0	2.65	51.9881	890.0	134.0	18.89	4.42	13.0	2.0	0.68	0.0	0.0	711.0	617.0	86.78	21.0
1724	42.0	215.0	426.0	81.2417	433.0	28.2898	138.0	134.0	161.0	74.5868	8.0	2.7038	91.0	8.27	53.0781	617.0	345.0	0.0	4.66	29.0	0.0	11.0	0.0	0.0	713.0	583.0	81.77	27.0
1829	129.0	135.0	434.0	108.0061	482.0	29.0641	165.0	157.0	160.0	70.2144	8.0	2.9016	120.0	12.05	51.243	860.0	103.0	0.0	4.62	2.0	0.0	28.75	0.0	0.0	630.0	508.0	80.63	18.0
8789	33.0	228.0	458.0	81.6104	501.0	67.4804	163.0	187.0	151.0	59.9341	9.0	2.6251	88.0	3.1	58.3329	149.0	173.0	4.76	1.76	62.0	0.0	3.85	18.0	26.66	442.0	302.0	68.33	23.0
6762	56.0	203.0	438.0	70.2134	464.0	16.6105	153.0	164.0	147.0	80.476	0.0	1.3689	96.0	25.37	50.5048	830.0	165.0	0.0	1.37	10.0	0.0	26.8	0.0	0.0	703.0	335.0	47.65	24.0
7946	75.0	160.0	454.0	152.4402	462.0	21.9991	167.0	167.0	128.0	52.3443	7.0	2.8283	93.0	12.79	52.7836	162.0	319.0	30.38	4.39	14.0	0.0	9.97	0.0	0.0	417.0	313.0	75.06	18.0
5790	94.0	176.0	480.0	87.8789	480.0	26.6461	153.0	195.0	132.0	69.2506	5.0	3.0586	110.0	6.36	54.8037	159.0	144.0	0.0	5.09	41.0	0.0	3.95	0.0	0.0	454.0	255.0	56.17	20.0
7560	46.0	160.0	456.0	125.2909	471.0	42.0189	144.0	186.0	141.0	55.7198	3.0	4.5048	72.0	2.86	43.4028	244.0	403.0	12.17	3.4	22.0	0.0	3.23	0.0	0.0	436.0	400.0	91.74	17.0
2287	87.0	143.0	451.0	74.172	473.0	42.8351	140.0	178.0	155.0	63.4214	3.0	2.487	94.0	6.8	41.7856	172.0	99.0	10.3	4.12	20.0	0.0	8.13	11.0	18.98	369.0	316.0	85.64	18.0
3994	45.0	173.0	495.0	126.8803	506.0	15.4489	159.0	177.0	170.0	72.5024	0.0	4.0979	76.0	17.26	50.5302	146.0	87.0	0.5	0.26	19.0	0.0	18.6	14.0	16.87	393.0	110.0	27.99	17.0
9668	150.0	152.0	458.0	82.1859	502.0	56.4392	166.0	177.0	159.0	78.9195	7.0	2.2043	143.0	4.29	51.672	1110.0	268.0	22.89	4.13	6.0	0.0	6.6	0.0	0.0	790.0	256.0	32.41	18.0
128	76.0	207.0	440.0	70.4262	440.0	10.5604	135.0	146.0	159.0	79.6555	11.0	3.9776	107.0	26.0	54.7058	222.0	33.0	0.0	5.02	33.0	1.0	4.66	0.0	0.0	501.0	263.0	52.5	23.0
2642	62.0	180.0	441.0	83.6016	444.0	34.1845	139.0	159.0	146.0	66.7944	7.0	2.2759	90.0	6.56	40.2656	1190.0	142.0	39.75	6.76	10.0	1.0	3.01	0.0	0.0	857.0	713.0	83.2	17.0
520	90.0	154.0	414.0	155.3789	424.0	32.8693	125.0	148.0	151.0	67.0287	0.0	2.6001	98.0	16.85	42.4452	340.0	272.0	0.0	1.53	17.0	0.0	11.03	0.0	0.0	465.0	308.0	66.24	15.0
9376	105.0	151.0	444.0	122.6106	447.0	12.5763	142.0	185.0	120.0	86.3332	2.0	3.8379	107.0	7.66	53.9058	106.0	58.0	0.0	4.83	35.0	0.0	6.5	0.0	0.0	361.0	346.0	95.84	21.0
6998	71.0	229.0	456.0	85.5925	484.0	25.7085	164.0	173.0	147.0	83.8734	7.0	1.8039	119.0	17.27	54.4731	202.0	238.0	0.0	3.47	21.0	3.0	7.07	0.0	0.0	529.0	216.0	40.83	24.0
1908	118.0	136.0	435.0	72.6356	446.0	47.9348	131.0	117.0	198.0	70.7337	6.0	4.9701	114.0	10.95	52.8201	136.0	183.0	23.27	2.89	20.0	0.0	8.47	0.0	0.0	359.0	258.0	71.87	15.0
6953	68.0	215.0	455.0	138.5222	455.0	57.2997	147.0	133.0	175.0	64.2556	4.0	1.0438	105.0	21.16	50.7154	182.0	243.0	0.0	0.0	28.0	0.0	21.14	0.0	0.0	481.0	234.0	48.65	22.0
6760	67.0	177.0	434.0	74.9002	443.0	19.0445	133.0	148.0	162.0	66.5741	0.0	1.7781	97.0	5.54	47.4369	1600.0	271.0	65.72	5.46	10.0	2.0	2.88	0.0	0.0	1038.0	594.0	57.23	18.0
4281	61.0	127.0	443.0	89.1853	469.0	29.1416	154.0	179.0	136.0	88.5723	3.0	3.2314	68.0	13.08	56.3096	83.0	116.0	9.16	5.22	6.0	0.0	17.05	0.0	0.0	343.0	226.0	65.89	21.0
2186	78.0	107.0	439.0	90.3219	439.0	14.3109	143.0	172.0	124.0	70.4964	6.0	1.5147	79.0	21.45	60.4301	262.0	205.0	0.0	0.62	21.0	0.0	21.13	0.0	0.0	352.0	242.0	68.75	16.0
2535	61.0	192.0	443.0	92.8708	443.0	28.061	151.0	166.0	126.0	75.5058	4.0	2.2834	95.0	8.28	59.4917	233.0	64.0	0.0	3.99	15.0	0.0	8.45	0.0	0.0	470.0	294.0	62.55	21.0
3334	121.0	111.0	469.0	124.0201	469.0	1.3434	158.0	169.0	142.0	61.5806	8.0	2.3271	107.0	12.95	52.7581	430.0	84.0	2.65	4.17	23.0	0.0	36.7	0.0	0.0	425.0	346.0	81.41	19.0
7010	44.0	172.0	412.0	117.9381	412.0	17.5783	114.0	166.0	132.0	71.5708	4.0	2.1419	74.0	3.56	48.4482	143.0	251.0	22.06	3.16	38.0	0.0	3.83	0.0	0.0	417.0	180.0	43.17	19.0
9386	104.0	161.0	431.0	69.1697	431.0	17.8939	134.0	136.0	161.0	77.9684	7.0	5.4471	117.0	14.21	44.1307	720.0	150.0	0.0	5.38	25.0	0.0	33.53	0.0	0.0	669.0	494.0	73.84	21.0
6396	92.0	134.0	468.0	71.7891	468.0	4.3754	145.0	170.0	153.0	59.8897	1.0	4.3942	96.0	8.51	36.0534	172.0	145.0	13.84	4.32	17.0	0.0	20.61	0.0	0.0	371.0	159.0	42.86	17.0
5403	159.0	191.0	471.0	76.3731	512.0	35.4347	162.0	209.0	141.0	65.9894	11.0	8.7328	162.0	10.19	50.4176	740.0	219.0	31.92	4.42	13.0	0.0	10.91	0.0	0.0	681.0	603.0	88.55	18.0
1379	63.0	177.0	478.0	140.4658	484.0	40.0201	171.0	173.0	140.0	62.3246	7.0	3.3139	96.0	5.86	59.4944	700.0	48.0	0.0	2.59	2.0	0.0	3.67	17.0	28.71	621.0	318.0	51.21	19.0
8319	98.0	137.0	413.0	85.3141	413.0	11.6639	138.0	141.0	134.0	87.07	6.0	2.5577	102.0	7.52	62.3044	121.0	79.0	0.0	2.66	12.0	0.0	7.11	15.0	22.57	338.0	91.0	26.92	16.0
7475	90.0	180.0	422.0	73.6314	422.0	7.3551	134.0	154.0	134.0	62.2882	0.0	1.5869	109.0	5.71	46.2577	185.0	340.0	14.89	4.7	20.0	1.0	3.33	0.0	0.0	436.0	361.0	82.8	20.0
9644	96.0	161.0	444.0	71.5652	444.0	44.5362	156.0	157.0	131.0	72.4978	0.0	3.2779	105.0	2.99	36.3113	105.0	349.0	0.0	3.42	3.0	0.0	4.1	0.0	0.0	373.0	337.0	90.35	24.0
7319	92.0	175.0	443.0	132.6505	443.0	22.195	144.0	167.0	132.0	73.6325	5.0	1.9835	109.0	11.57	57.6238	314.0	248.0	0.0	3.39	17.0	0.0	9.39	5.0	7.06	444.0	300.0	67.57	20.0
7958	76.0	139.0	443.0	92.2294	458.0	7.766	145.0	186.0	127.0	72.4811	7.0	2.2036	88.0	4.98	56.6752	710.0	211.0	0.0	3.39	20.0	0.0	6.49	0.0	0.0	594.0	153.0	25.76	15.0
5348	79.0	191.0	491.0	71.4386	502.0	39.9249	159.0	184.0	159.0	55.1019	2.0	2.2714	110.0	12.33	61.5716	950.0	119.0	35.63	3.81	26.0	0.0	18.34	24.0	34.62	733.0	679.0	92.63	19.0
